days_since_last_purchase,purchase_frequency,avg_session_duration_min,cart_abandonment_rate,total_spend_usd,num_support_tickets,pages_per_session,discount_usage_rate,email_open_rate,preferred_device,membership_tier,churned
12,7,12.8,,251.24,0,16.1,0.404,0.868,mobile,platinum,0
125,0,3.2,0.818,73.99,6,4.0,0.287,0.182,mobile,bronze,1
3,0,8.4,0.892,12.67,2,2.4,0.795,0.084,mobile,silver,1
115,1,1.1,0.531,42.72,4,5.1,0.692,0.239,tablet,silver,1
85,1,2.4,0.859,145.6,1,3.2,0.817,0.044,desktop,silver,1
191,6,7.6,0.55,14.21,1,6.6,0.414,0.139,desktop,bronze,0
53,2,1.9,0.795,2.78,2,2.2,0.495,0.028,mobile,bronze,1
141,1,7.1,0.522,19.23,0,5.6,0.775,0.829,desktop,silver,0
7,6,16.9,0.255,14.77,0,5.4,0.318,0.825,mobile,silver,0
361,0,3.2,0.889,54.12,1,1.0,0.7,0.018,desktop,bronze,0
2,5,15.5,0.08,610.53,0,11.1,0.511,0.613,mobile,silver,0
36,9,16.0,0.417,469.07,0,10.7,0.363,0.412,desktop,silver,0
1,10,14.6,0.006,83.54,0,11.3,0.102,0.435,desktop,gold,0
35,11,,0.519,25.43,0,15.2,0.447,0.44,desktop,silver,0
3,7,21.1,0.047,799.2,0,10.5,0.298,0.685,mobile,gold,0
92,2,2.8,0.652,2.82,3,2.9,0.621,0.327,desktop,bronze,0
157,1,10.6,0.763,57.56,1,8.1,0.234,0.503,tablet,gold,1
62,2,12.2,0.34,58.44,2,5.6,0.346,0.341,mobile,silver,1
16,14,26.3,0.028,308.8,0,17.2,0.192,0.932,desktop,platinum,0
22,5,2.7,0.88,46.2,3,2.7,0.321,0.41,mobile,silver,1
3,8,16.2,0.207,207.91,0,8.0,0.408,0.912,desktop,silver,1
74,4,1.2,0.759,25.5,5,1.9,0.413,0.229,mobile,bronze,0
40,2,3.7,0.824,54.78,4,,0.657,0.268,desktop,bronze,1
34,0,4.0,0.676,125.92,3,2.4,0.549,0.166,mobile,gold,1
3,9,20.3,0.093,248.23,0,16.2,0.403,0.81,desktop,silver,0
83,3,7.5,0.315,110.13,0,6.1,0.559,0.09,mobile,silver,0
41,9,24.8,0.154,145.21,0,17.4,0.047,0.612,desktop,bronze,1
9,6,24.8,0.052,1678.86,0,13.3,0.522,0.54,tablet,bronze,1
60,8,17.8,0.549,157.38,0,9.4,0.209,0.61,mobile,platinum,0
58,9,,0.02,348.44,1,8.7,0.258,0.483,mobile,bronze,0
3,9,19.3,0.015,625.82,0,11.0,0.28,0.717,mobile,gold,0
49,1,4.9,0.436,33.28,1,5.7,0.336,,desktop,gold,1
148,0,5.9,0.912,36.15,8,2.8,0.842,0.5,desktop,gold,1
5,1,8.7,0.456,6.21,2,6.0,0.387,0.361,mobile,bronze,1
1,4,21.0,0.099,562.02,0,,0.544,0.499,mobile,gold,0
6,6,19.1,0.033,1343.78,0,10.7,0.072,0.9,desktop,platinum,0
18,8,20.9,0.189,733.43,0,7.4,0.638,0.751,tablet,platinum,0
32,3,17.0,0.354,440.56,0,16.8,0.255,0.896,mobile,gold,0
244,3,8.5,0.521,16.68,0,6.6,0.575,0.043,mobile,bronze,1
3,7,12.1,0.453,26.57,1,6.7,0.627,0.316,mobile,bronze,0
51,8,24.7,0.278,532.07,1,14.4,0.083,0.906,mobile,gold,1
348,2,1.2,0.744,77.31,3,3.1,0.813,0.19,mobile,silver,0
17,9,,0.003,27.96,1,11.6,0.37,0.435,desktop,platinum,0
26,1,1.7,0.799,147.33,1,8.5,0.537,0.63,tablet,bronze,0
75,0,5.6,0.924,4.5,4,2.8,0.71,0.01,mobile,silver,1
28,4,,0.724,804.46,0,12.0,0.097,0.182,desktop,gold,0
9,9,14.7,0.094,429.25,0,10.6,0.388,0.726,mobile,silver,0
5,8,20.6,0.201,903.2,0,13.9,0.206,0.667,tablet,gold,0
104,1,2.8,0.724,14.63,3,5.0,0.761,0.08,mobile,silver,0
10,8,10.9,0.021,772.97,1,14.7,0.233,0.448,mobile,silver,0
17,2,5.7,0.824,151.21,1,5.4,0.607,0.544,desktop,bronze,0
84,2,6.0,0.697,72.36,3,1.4,0.489,0.193,tablet,bronze,0
212,2,0.5,0.713,15.31,0,1.1,0.606,0.11,desktop,bronze,1
53,3,9.5,0.547,56.45,0,5.6,0.248,0.403,desktop,bronze,0
49,3,2.8,0.701,7.48,3,3.1,0.379,0.154,mobile,bronze,1
31,0,4.3,0.366,187.58,0,6.8,0.407,0.602,mobile,silver,0
11,11,15.8,0.007,32.91,1,13.7,0.418,0.572,mobile,silver,0
28,0,2.7,0.73,63.8,3,5.7,0.484,0.198,desktop,bronze,0
13,2,9.9,0.599,77.06,0,6.1,0.482,0.308,mobile,bronze,1
27,8,15.6,0.085,464.99,0,15.0,0.115,0.581,mobile,silver,1
12,6,21.3,0.05,1229.85,0,17.1,0.094,0.962,mobile,gold,0
5,11,15.4,0.031,37.33,0,12.5,0.497,0.667,tablet,gold,0
4,6,5.9,0.029,242.07,1,14.7,0.27,0.882,tablet,gold,0
110,1,3.8,0.646,39.81,2,1.1,0.319,0.128,tablet,bronze,0
28,9,26.1,0.249,480.65,0,15.1,0.251,0.496,desktop,platinum,0
44,2,4.4,0.677,263.92,1,8.1,0.46,0.077,tablet,bronze,0
33,1,2.2,0.862,51.52,1,2.2,0.69,0.087,desktop,silver,0
6,10,10.7,0.302,817.71,0,16.1,0.229,0.709,desktop,bronze,0
13,11,20.9,0.241,1464.76,1,9.2,0.142,0.607,desktop,gold,0
1,9,15.9,0.052,1207.39,0,11.2,0.129,0.628,tablet,bronze,0
162,0,1.8,0.957,15.35,5,4.0,0.763,,tablet,bronze,1
25,2,11.8,0.599,218.47,1,8.3,0.538,0.068,mobile,bronze,0
10,5,9.6,0.122,189.33,0,7.5,0.431,0.728,desktop,gold,0
11,0,4.2,0.686,6.7,5,3.1,0.474,,mobile,bronze,1
64,2,1.7,0.482,1.97,1,3.9,0.671,0.075,mobile,gold,0
166,1,0.5,0.667,,4,2.7,0.652,0.013,mobile,bronze,1
18,5,8.6,0.234,680.69,0,9.6,0.532,0.509,mobile,platinum,0
31,11,17.3,0.002,1185.96,0,6.2,0.439,0.61,mobile,silver,1
39,3,6.4,0.439,0.77,1,5.0,0.647,0.276,mobile,bronze,0
28,6,16.0,0.283,154.36,1,10.3,0.244,0.803,desktop,platinum,0
47,1,1.5,0.798,27.78,4,5.5,0.37,0.06,desktop,bronze,1
7,11,15.0,0.035,334.06,0,10.0,0.266,0.361,mobile,bronze,0
15,9,17.3,0.028,216.25,0,13.8,0.418,0.484,mobile,platinum,1
138,1,1.9,0.615,102.1,2,6.7,0.472,0.136,mobile,bronze,1
256,1,0.8,0.638,1.26,2,2.5,0.804,0.099,desktop,bronze,1
27,1,4.0,0.922,25.27,1,5.5,0.48,0.208,desktop,bronze,0
10,11,12.0,0.352,276.43,0,17.0,0.496,0.691,mobile,platinum,0
36,15,23.7,0.292,754.41,1,5.9,0.15,0.971,tablet,silver,0
17,13,15.6,0.054,371.93,0,14.8,0.425,0.433,desktop,bronze,0
16,3,6.5,0.419,27.46,0,5.4,0.192,0.253,mobile,silver,1
13,4,6.6,0.807,77.68,0,2.5,0.649,0.576,tablet,bronze,1
14,4,8.3,,85.71,0,,0.232,0.634,desktop,gold,0
138,0,2.5,0.401,34.5,1,4.2,0.359,0.628,mobile,bronze,0
5,4,1.9,0.684,53.47,2,5.4,0.536,0.199,tablet,bronze,1
52,3,3.2,0.617,41.25,2,3.9,0.532,0.232,tablet,gold,1
233,0,3.2,0.573,71.63,2,2.9,0.572,0.564,mobile,bronze,0
60,0,2.7,0.618,31.0,2,2.6,0.166,0.035,mobile,silver,1
10,8,15.2,0.141,1024.28,0,12.5,0.061,0.7,mobile,gold,1
30,0,8.4,0.78,176.91,0,4.8,0.462,0.322,desktop,bronze,0
58,1,4.0,0.79,110.39,3,1.1,0.357,0.044,desktop,bronze,0
296,0,3.1,0.84,9.52,2,4.1,0.593,0.435,mobile,bronze,0
28,9,,0.024,662.22,0,9.7,0.421,0.577,desktop,silver,0
25,2,8.9,0.619,138.5,0,8.5,0.234,0.77,desktop,bronze,1
24,4,15.1,0.112,56.11,1,17.9,0.139,0.774,desktop,platinum,1
6,7,19.5,0.323,59.2,2,8.8,0.137,,mobile,platinum,1
7,1,5.9,0.868,40.71,3,4.7,0.562,0.352,desktop,gold,0
36,2,3.8,0.909,6.74,1,1.9,0.868,0.106,mobile,bronze,0
44,0,8.6,,156.5,1,6.5,0.565,0.366,tablet,bronze,0
68,1,7.1,0.154,121.19,2,9.4,0.392,,mobile,platinum,0
353,1,0.5,0.608,4.0,1,1.8,0.553,0.273,mobile,silver,0
54,2,10.4,0.504,7.52,3,6.8,0.449,0.601,desktop,silver,1
1,8,12.0,0.086,330.41,0,,0.263,0.585,desktop,gold,1
54,1,9.5,0.685,8.42,2,5.8,0.447,0.323,mobile,bronze,1
4,7,,0.053,356.23,0,11.1,0.189,0.75,desktop,platinum,0
19,10,,0.014,1411.43,0,13.1,0.411,0.676,mobile,gold,0
77,11,11.6,0.015,17.22,0,9.8,0.073,0.552,desktop,silver,0
12,9,22.3,0.168,159.37,0,9.5,0.125,0.465,mobile,silver,0
178,3,2.5,0.891,25.11,4,4.1,0.649,0.096,tablet,bronze,1
99,0,5.5,0.905,31.5,2,1.0,0.691,0.014,desktop,silver,1
13,6,12.7,0.489,255.33,1,,0.222,0.731,desktop,bronze,0
53,8,14.3,0.036,,0,14.9,0.449,0.931,mobile,gold,0
16,1,3.4,0.808,1.6,3,4.9,0.587,0.171,mobile,bronze,1
30,10,17.9,0.11,39.82,0,16.5,0.182,0.76,mobile,gold,0
30,3,12.4,0.563,44.15,3,3.3,0.436,0.149,desktop,bronze,1
2,3,4.9,0.49,53.97,0,5.4,0.477,0.003,desktop,gold,1
5,6,17.1,0.449,293.18,0,12.5,0.127,0.838,mobile,platinum,0
11,10,14.2,0.216,246.47,0,11.9,0.289,0.49,mobile,platinum,0
5,5,7.7,0.476,,0,5.9,0.548,0.814,mobile,gold,1
92,0,2.6,0.838,20.41,3,1.6,0.704,0.318,mobile,bronze,1
45,4,21.9,0.091,334.79,0,9.8,0.3,0.895,desktop,silver,0
116,2,8.8,0.48,40.93,0,5.4,0.314,0.163,mobile,platinum,0
142,3,7.3,0.399,134.23,2,8.3,0.541,,mobile,silver,1
39,9,20.8,0.06,58.03,1,8.5,0.247,0.628,desktop,bronze,0
3,3,12.2,0.423,,2,13.2,0.411,0.852,mobile,gold,1
19,15,19.2,0.377,89.31,1,14.0,0.439,0.776,mobile,gold,0
1,2,9.6,0.215,67.7,1,2.7,0.495,0.884,desktop,platinum,0
10,5,22.8,0.069,559.38,0,8.7,0.293,0.521,desktop,platinum,0
284,0,2.8,0.437,,5,6.0,0.431,0.599,desktop,silver,1
268,3,6.4,0.437,40.06,1,6.4,0.515,,mobile,gold,0
11,7,,0.095,81.72,0,8.6,0.521,0.631,desktop,silver,0
7,8,20.0,0.107,,0,14.1,0.59,0.425,desktop,platinum,0
5,0,6.1,0.627,33.3,0,2.7,0.576,0.096,mobile,silver,0
40,9,19.8,0.212,205.79,1,19.4,0.303,0.816,desktop,silver,1
5,10,20.4,0.209,267.6,0,11.4,0.384,0.767,desktop,gold,0
1,6,27.5,0.006,142.55,0,6.6,0.29,0.972,mobile,bronze,0
356,0,0.5,0.438,59.44,0,3.5,0.665,,desktop,bronze,0
8,10,14.0,0.011,37.0,1,,0.084,0.476,desktop,gold,0
15,3,11.1,0.231,40.98,0,4.5,0.723,0.629,mobile,bronze,0
6,0,1.7,0.49,75.48,0,1.0,0.63,0.002,mobile,bronze,0
39,3,11.4,0.405,134.71,2,10.1,0.587,0.562,mobile,gold,0
23,8,18.2,0.035,429.02,0,7.9,0.081,0.773,mobile,platinum,0
78,3,9.2,0.653,11.48,0,6.9,0.754,0.261,mobile,bronze,0
38,12,21.9,0.079,711.87,0,8.6,0.41,0.686,mobile,silver,0
1,7,19.1,0.379,403.24,0,10.0,0.08,0.782,mobile,gold,1
4,10,28.8,0.199,754.13,0,12.0,0.552,0.559,mobile,bronze,0
20,2,10.5,0.258,,0,3.6,0.423,0.468,mobile,bronze,1
11,9,22.9,0.068,1276.92,1,9.6,0.416,0.603,desktop,gold,0
24,7,14.3,0.186,,0,11.4,0.425,0.885,desktop,bronze,0
4,4,10.7,0.127,72.66,0,10.0,0.341,0.734,desktop,gold,1
5,1,6.6,0.523,,2,8.4,0.59,0.366,mobile,bronze,0
25,5,22.3,0.26,1322.43,0,16.2,0.117,0.765,tablet,bronze,0
7,9,15.1,0.16,,0,15.4,0.115,0.458,desktop,gold,0
35,7,18.6,0.33,1096.56,0,14.8,0.459,0.678,mobile,gold,0
27,2,5.3,0.869,6.89,0,8.3,0.31,0.215,tablet,bronze,1
79,2,5.2,0.553,,5,3.7,0.397,0.198,mobile,bronze,0
16,8,24.2,0.075,,0,13.8,0.132,0.687,tablet,platinum,0
1,2,2.5,0.473,7.35,3,3.6,0.42,0.119,desktop,bronze,1
3,5,24.1,0.134,288.11,0,4.5,0.431,0.622,mobile,silver,1
10,8,11.3,0.129,173.13,0,18.1,0.205,0.85,mobile,silver,0
8,7,5.2,0.439,64.94,1,12.9,0.404,0.827,desktop,silver,0
10,10,11.8,0.157,1647.02,0,11.4,0.61,0.556,desktop,gold,0
28,3,,,107.56,0,8.3,0.33,0.603,mobile,bronze,0
13,7,16.7,,548.07,2,8.6,0.396,0.632,desktop,silver,0
111,1,3.0,,50.81,4,2.5,0.685,0.018,mobile,bronze,1
6,11,9.6,0.081,129.62,0,9.5,0.343,0.441,mobile,platinum,0
63,1,4.4,0.469,28.47,1,,0.506,0.085,mobile,bronze,1
29,1,3.1,0.512,9.69,2,4.4,0.732,0.092,desktop,bronze,1
15,7,18.7,0.053,481.36,0,11.6,0.233,0.833,mobile,platinum,1
15,9,22.0,0.181,229.5,0,,0.225,0.681,mobile,platinum,0
1,12,14.4,0.158,13.04,0,,0.139,0.768,mobile,platinum,0
10,9,13.9,0.017,607.14,1,16.8,0.193,0.745,mobile,bronze,0
6,16,13.1,0.154,602.08,0,12.3,0.418,0.582,mobile,platinum,1
130,1,5.5,0.576,18.86,2,4.9,0.232,0.105,desktop,gold,1
7,10,16.7,0.023,618.09,0,10.8,0.167,0.752,desktop,gold,0
43,8,19.1,0.258,231.06,0,15.0,0.608,0.842,desktop,silver,0
77,0,1.2,0.974,13.38,2,3.1,0.676,0.359,tablet,bronze,1
8,10,10.1,0.615,160.87,0,8.4,0.335,0.818,tablet,gold,1
15,7,16.2,0.109,521.95,0,12.1,0.12,0.701,desktop,silver,1
36,9,21.2,0.081,268.36,0,8.2,0.174,0.94,desktop,gold,0
42,7,16.3,0.45,73.09,0,7.0,0.306,0.716,mobile,gold,1
3,8,16.4,0.111,1373.45,0,8.5,0.497,0.854,mobile,silver,0
8,9,10.5,0.281,141.86,0,11.0,0.159,0.567,desktop,gold,0
8,9,25.6,0.267,1379.28,0,7.6,0.053,,desktop,silver,0
127,3,3.4,0.712,117.96,1,6.9,0.273,0.172,mobile,bronze,1
18,5,23.6,0.345,105.22,0,14.3,0.038,0.287,mobile,silver,0
58,4,6.7,0.634,155.11,1,8.2,0.436,0.271,mobile,bronze,1
192,2,,0.667,104.41,2,1.7,0.858,,desktop,bronze,0
85,0,1.7,0.895,4.25,4,,0.579,0.012,mobile,bronze,1
31,0,2.7,0.726,18.99,5,,0.807,0.023,desktop,bronze,1
9,5,30.3,0.275,472.14,0,9.3,0.09,0.552,tablet,gold,0
155,2,3.9,0.73,1.52,0,7.1,0.245,0.233,mobile,bronze,0
365,0,6.5,0.834,154.72,5,1.3,0.883,0.082,desktop,bronze,1
7,1,9.1,0.281,10.54,2,4.1,0.529,0.456,mobile,bronze,0
30,0,3.7,0.552,28.6,7,4.3,0.786,0.194,desktop,bronze,1
92,3,4.3,0.569,84.02,0,7.2,0.517,0.094,mobile,platinum,0
4,9,17.9,0.119,95.99,0,9.5,0.707,0.598,desktop,gold,0
24,0,2.3,0.819,75.27,2,4.8,0.362,0.376,mobile,gold,0
16,5,27.8,0.02,406.54,0,17.5,0.297,0.674,mobile,platinum,0
365,1,0.5,0.521,3.3,1,3.5,0.772,0.165,mobile,bronze,1
3,1,4.6,0.59,75.99,2,2.1,0.629,0.008,desktop,bronze,1
36,14,18.8,0.106,521.21,0,9.2,0.245,0.628,mobile,bronze,0
6,1,,0.524,386.49,0,6.5,0.564,0.173,mobile,silver,1
23,8,20.6,0.055,433.69,0,15.1,0.408,0.755,desktop,gold,0
71,6,21.4,0.073,412.76,1,15.7,0.241,0.377,mobile,platinum,0
1,6,19.0,0.056,322.32,0,14.1,0.185,0.648,mobile,bronze,1
46,7,22.1,0.307,577.65,0,12.6,0.206,0.652,desktop,silver,0
1,1,3.4,0.784,129.49,2,1.5,0.784,0.093,mobile,silver,1
9,2,22.8,0.102,309.34,0,13.6,0.438,0.627,desktop,silver,0
34,1,4.9,0.708,,3,3.2,0.602,0.624,mobile,gold,1
132,4,0.6,0.797,58.37,7,1.3,0.275,0.346,tablet,bronze,0
14,6,18.6,0.124,82.95,0,9.7,0.362,0.439,mobile,silver,0
73,2,3.7,0.465,72.25,1,1.0,0.648,0.146,desktop,bronze,0
24,14,18.3,0.349,134.44,1,10.1,0.181,0.644,desktop,silver,0
35,5,20.8,0.101,29.03,0,10.6,0.026,0.906,mobile,gold,0
196,1,2.5,0.751,158.09,0,4.0,0.801,,mobile,bronze,0
33,5,13.2,0.336,75.13,1,12.1,0.187,0.447,desktop,bronze,0
37,0,2.4,0.803,51.96,1,2.5,0.596,0.04,mobile,gold,0
63,0,5.7,0.694,91.13,0,4.8,0.12,0.698,desktop,silver,0
11,3,11.6,0.2,77.56,0,17.7,0.099,0.621,mobile,bronze,0
288,4,7.5,0.718,0.19,1,5.9,0.58,0.222,mobile,silver,1
58,6,23.0,0.037,2162.21,0,9.4,0.567,0.501,tablet,gold,0
18,1,7.2,0.564,11.89,2,1.0,0.765,0.301,mobile,bronze,0
61,4,12.9,0.055,827.39,0,14.5,0.168,0.632,desktop,bronze,0
10,0,1.7,0.288,36.89,1,7.0,0.322,0.151,mobile,bronze,1
25,7,23.2,0.126,222.37,1,12.8,0.429,0.523,desktop,gold,0
10,4,15.7,0.555,23.67,0,7.4,0.291,0.31,tablet,gold,1
198,1,4.2,0.406,87.97,0,6.9,0.37,0.28,mobile,platinum,0
171,2,3.4,0.956,88.66,3,4.3,0.89,,desktop,silver,0
149,1,2.2,0.849,30.75,1,1.7,0.659,0.062,mobile,platinum,0
39,9,14.4,0.02,2204.56,0,10.6,0.657,0.937,mobile,silver,0
34,7,20.3,0.002,351.05,0,11.4,0.304,0.786,desktop,platinum,0
101,3,7.0,0.568,25.09,1,,0.41,0.732,mobile,silver,0
59,3,5.7,0.295,69.7,1,4.2,0.334,0.403,mobile,bronze,1
10,12,25.8,0.065,255.21,0,5.1,0.766,0.642,desktop,gold,0
46,1,1.9,0.563,35.04,2,2.0,0.765,,desktop,silver,0
40,8,16.2,0.046,237.83,0,13.0,0.524,0.787,mobile,gold,0
103,1,2.5,0.735,3.59,1,2.8,0.617,0.204,desktop,gold,0
139,1,4.7,0.097,47.9,0,7.7,0.244,0.111,desktop,bronze,1
6,7,11.2,0.411,468.95,0,6.0,0.275,0.883,desktop,silver,1
1,4,23.0,0.045,991.62,0,17.1,0.419,0.842,desktop,gold,0
98,0,2.4,0.831,136.73,4,4.7,0.613,0.112,mobile,bronze,0
2,7,20.3,0.053,44.99,0,9.6,0.044,0.834,desktop,gold,0
28,6,21.4,0.141,716.83,0,5.8,0.205,0.646,mobile,platinum,0
6,7,0.5,0.053,1817.97,0,11.6,0.616,0.821,tablet,bronze,0
1,0,2.9,0.905,75.09,2,3.6,0.864,0.018,desktop,bronze,0
1,6,19.3,0.239,552.82,0,10.6,0.218,0.896,desktop,bronze,1
81,0,9.0,0.372,94.63,1,4.8,0.367,0.245,mobile,bronze,1
9,1,5.9,0.821,152.52,2,3.6,0.328,0.114,mobile,gold,1
147,1,4.3,0.618,10.79,2,1.2,0.364,0.208,mobile,bronze,1
303,1,4.4,0.451,79.83,2,1.0,0.662,0.438,mobile,silver,1
49,8,19.9,0.078,49.12,1,8.8,0.125,0.84,mobile,silver,0
22,11,10.8,0.034,59.29,1,10.8,0.318,0.746,desktop,gold,0
33,9,20.1,0.001,17.5,0,15.0,0.056,0.594,mobile,silver,1
256,1,1.8,0.92,26.69,1,3.6,0.596,,mobile,bronze,1
5,12,23.1,0.236,108.2,0,14.3,0.153,0.768,desktop,platinum,0
44,8,18.2,0.071,126.62,0,8.8,0.498,0.647,mobile,gold,0
25,7,19.7,0.046,301.58,0,10.6,0.332,0.717,desktop,gold,0
28,0,10.3,0.331,119.52,2,4.6,0.411,0.219,mobile,silver,1
63,0,4.1,0.665,21.6,2,3.9,0.567,0.006,mobile,gold,1
10,9,12.1,,456.32,1,15.8,0.394,0.397,desktop,platinum,0
1,9,14.8,0.049,79.31,0,15.9,0.546,0.541,mobile,platinum,0
30,10,18.9,0.003,293.73,1,10.9,0.45,0.555,desktop,silver,0
22,13,21.7,0.43,1079.83,0,14.3,0.342,0.793,mobile,platinum,0
12,7,15.4,0.576,355.34,0,4.5,0.467,0.841,desktop,platinum,1
98,2,6.3,0.586,28.91,1,9.6,0.446,0.676,tablet,bronze,0
58,2,5.1,0.828,49.64,1,1.0,0.68,0.04,desktop,bronze,1
231,0,1.7,0.75,99.48,0,1.1,0.609,0.716,desktop,bronze,0
41,7,20.6,0.019,650.59,0,11.6,0.198,0.735,tablet,platinum,1
31,5,14.2,0.196,815.94,0,13.5,0.239,0.526,desktop,gold,1
14,0,5.6,0.834,3.21,1,4.3,0.588,0.584,mobile,bronze,1
34,2,0.5,0.668,52.94,5,6.9,0.438,0.065,mobile,silver,0
304,0,3.8,,53.59,2,1.0,0.376,0.018,desktop,bronze,0
89,3,6.7,0.24,170.22,2,6.6,0.314,0.119,mobile,bronze,0
91,1,0.5,0.74,38.21,0,1.5,0.159,0.024,desktop,silver,1
36,6,16.6,0.319,164.15,1,12.6,0.06,0.763,mobile,platinum,1
54,2,1.8,0.664,56.95,3,2.3,0.864,0.512,desktop,bronze,1
32,6,15.3,0.083,,0,8.2,0.399,0.795,tablet,platinum,1
88,3,1.2,0.72,43.81,2,4.8,0.747,0.179,mobile,bronze,0
31,13,20.4,0.467,421.54,0,13.7,0.338,0.768,desktop,silver,0
16,0,2.7,0.701,,4,1.6,0.835,0.036,desktop,silver,1
365,3,6.9,0.709,0.08,0,7.6,0.499,0.07,tablet,silver,1
330,0,1.3,0.869,65.41,3,3.6,0.491,0.152,mobile,bronze,1
9,8,12.9,0.038,3.38,0,9.4,0.456,0.975,mobile,silver,0
25,2,6.9,0.66,44.74,0,6.8,0.697,0.348,mobile,bronze,1
5,12,14.0,0.258,90.79,0,17.7,0.657,0.666,mobile,gold,0
4,5,,0.12,132.98,2,11.8,0.473,0.747,mobile,platinum,1
70,3,15.5,0.207,245.61,0,12.3,0.363,0.727,desktop,silver,0
1,9,18.0,0.17,36.97,0,14.4,0.04,0.752,mobile,platinum,0
30,12,15.8,0.125,226.26,0,14.1,0.203,0.641,desktop,gold,0
12,2,8.7,0.611,45.77,1,1.0,0.645,0.142,desktop,bronze,0
1,8,22.1,0.219,85.99,0,8.8,0.414,0.585,desktop,bronze,0
49,6,19.3,0.473,519.81,0,6.7,0.203,0.779,mobile,silver,1
3,7,22.0,0.094,660.54,0,12.2,0.394,0.439,mobile,gold,1
16,6,19.9,0.164,405.52,0,9.7,0.158,0.85,desktop,platinum,0
62,0,3.6,0.543,104.54,5,3.5,0.665,0.003,mobile,bronze,0
1,3,13.3,0.023,,0,12.2,0.337,0.353,mobile,gold,0
140,2,6.1,0.44,,2,2.1,0.281,0.178,desktop,bronze,0
204,2,1.2,0.732,12.14,5,2.0,0.555,0.018,mobile,gold,1
1,8,16.8,0.11,358.38,0,15.2,0.216,0.536,desktop,platinum,0
197,2,2.3,0.853,58.7,4,3.7,0.646,0.185,mobile,bronze,0
13,9,19.1,0.078,605.33,0,9.2,0.232,0.807,mobile,platinum,1
97,1,5.5,0.641,102.61,2,6.0,0.705,0.003,mobile,bronze,0
10,8,24.8,0.116,394.27,0,12.4,0.121,0.636,desktop,platinum,0
52,7,17.1,0.135,141.76,0,12.8,0.292,0.6,mobile,platinum,0
48,6,11.8,0.284,1565.46,0,10.9,0.569,0.839,desktop,bronze,0
25,9,18.4,0.33,819.85,0,11.8,0.253,0.944,mobile,silver,0
43,6,18.6,0.015,142.54,1,10.5,0.109,0.613,mobile,gold,1
30,2,10.0,0.67,130.95,0,3.4,0.336,0.196,mobile,bronze,0
49,1,1.1,0.801,167.32,5,1.9,0.539,0.263,mobile,bronze,1
19,13,22.5,0.178,465.18,1,12.9,0.18,0.76,desktop,gold,0
106,0,2.4,0.832,10.88,0,5.8,0.882,,mobile,silver,1
25,2,10.9,0.38,113.75,1,4.1,0.148,0.167,desktop,bronze,1
103,1,6.7,0.513,21.72,1,2.9,0.094,0.265,desktop,gold,1
85,8,18.5,0.572,727.11,0,11.5,0.167,0.865,desktop,silver,0
20,2,7.0,0.96,48.8,1,7.3,0.138,,tablet,bronze,1
11,7,14.1,0.138,,0,9.9,0.318,0.8,mobile,gold,0
25,7,10.9,,446.98,1,14.9,0.053,0.895,desktop,silver,1
37,0,6.2,0.67,63.63,1,1.0,0.417,0.612,mobile,platinum,0
2,8,14.7,0.257,665.54,2,12.0,0.175,0.312,desktop,gold,0
274,1,2.8,0.924,,2,2.7,0.606,0.012,mobile,silver,1
26,0,7.7,0.584,72.76,3,5.8,0.718,0.389,tablet,silver,0
1,9,21.4,0.301,414.61,0,11.8,0.15,0.887,mobile,silver,0
33,7,20.0,0.259,840.29,0,8.2,0.614,0.607,desktop,silver,0
11,2,0.5,0.633,29.76,1,,0.363,0.124,mobile,silver,1
17,11,22.8,0.165,511.83,0,11.6,0.149,0.282,desktop,silver,1
46,0,0.7,0.946,21.62,8,1.0,0.553,0.093,tablet,bronze,1
3,9,18.6,0.041,,0,13.4,0.269,0.797,mobile,gold,0
32,2,,0.561,187.42,1,4.9,0.531,0.171,mobile,bronze,1
42,1,13.4,0.332,68.96,2,7.6,0.412,0.426,desktop,bronze,0
60,6,20.8,0.117,329.37,0,11.5,0.272,0.794,mobile,gold,0
133,10,21.7,0.115,327.6,1,15.0,0.448,0.3,desktop,platinum,0
9,9,14.4,,544.54,0,9.9,0.437,0.439,desktop,silver,0
7,9,16.2,0.313,199.81,0,13.5,0.187,0.8,desktop,silver,0
39,5,20.5,0.073,361.97,1,11.9,0.186,,tablet,bronze,0
131,11,19.4,0.089,27.16,0,9.6,0.512,0.763,desktop,gold,0
121,3,8.1,0.353,152.2,0,9.5,0.367,0.463,desktop,bronze,0
31,6,,0.012,117.66,0,14.5,0.142,0.741,desktop,silver,0
15,0,12.6,0.386,50.6,0,9.2,0.466,,desktop,bronze,0
10,1,2.9,,90.71,0,6.4,0.763,0.697,mobile,bronze,0
48,3,2.5,0.845,4.42,2,3.1,0.692,0.143,mobile,platinum,1
138,1,8.3,0.751,236.59,0,3.8,0.641,0.205,tablet,silver,1
19,1,2.6,0.451,11.77,8,2.2,0.708,0.353,desktop,bronze,1
25,0,12.3,0.476,57.68,0,8.7,0.494,0.329,mobile,silver,0
8,7,12.0,0.143,626.93,0,15.3,0.578,0.847,desktop,gold,1
22,3,10.1,0.219,19.88,1,6.2,0.51,0.862,tablet,bronze,1
365,2,9.2,0.788,27.18,0,6.2,0.588,0.396,mobile,bronze,1
82,0,6.7,0.683,34.78,0,6.3,0.338,0.754,tablet,bronze,0
